row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,profit,year_month,shipping_days,cost,profit_margin_%,quantity,discount,orders
1684,CA-2017-147585,2017-11-07,2017-11-12,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,San Francisco,California,94110.0,West,FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",14.82,2.82,2017-11,5,12.0,19.02834008097166,3,0.16,19
1685,CA-2018-149489,2018-04-24,2018-04-27,First Class,DK-12835,Damala Kotsonis,Corporate,United States,Philadelphia,Pennsylvania,19143.0,East,OFF-AP-10002495,Office Supplies,Appliances,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",99.28,18.62,2018-04,3,80.66,18.755036261079773,9,0.16,9
1688,CA-2018-143798,2018-12-10,2018-12-12,First Class,AW-10840,Anthony Witt,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-PA-10000788,Office Supplies,Paper,Xerox 210,10.368,3.19,2018-12,2,7.178000000000001,30.767746913580247,1,0.04,21
1690,CA-2015-142839,2015-08-16,2015-08-20,Standard Class,TS-21610,Troy Staebel,Consumer,United States,Philadelphia,Pennsylvania,19143.0,East,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,853.092,144.29,2015-08,4,708.802,16.913767799955927,6,0.18,1
1691,CA-2018-129833,2018-12-09,2018-12-15,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,Indianapolis,Indiana,46203.0,Central,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",33.45,8.55,2018-12,6,24.900000000000002,25.56053811659193,3,0.09,33
1693,US-2017-154361,2017-03-14,2017-03-19,Standard Class,HZ-14950,Henia Zydlo,Consumer,United States,Columbus,Ohio,43229.0,East,FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,21.88,5.1,2017-03,5,16.78,23.308957952468006,2,0.12,7
1694,US-2017-158708,2017-06-26,2017-06-29,Second Class,AB-10255,Alejandro Ballentine,Home Office,United States,Plano,Texas,75023.0,Central,TEC-AC-10003133,Technology,Accessories,Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive,13.616,1.32,2017-06,3,12.296,9.694477085781434,9,0.25,16
1695,CA-2016-156335,2016-09-25,2016-09-28,Second Class,PO-19195,Phillina Ober,Home Office,United States,Bayonne,New Jersey,7002.0,East,TEC-AC-10002006,Technology,Accessories,Memorex Micro Travel Drive 16 GB,63.96,7.85,2016-09,3,56.11,12.273295809881175,3,0.23,21
1698,CA-2016-148376,2016-12-27,2016-12-31,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,Los Angeles,California,90008.0,West,OFF-AP-10000240,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,106.96,24.01,2016-12,4,82.94999999999999,22.447643979057595,2,0.13,22
1700,CA-2015-135657,2015-06-03,2015-06-07,Second Class,SC-20725,Steven Cartwright,Consumer,United States,Seattle,Washington,98115.0,West,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,515.88,111.69,2015-06,4,404.19,21.650383810188416,5,0.13,2
1701,CA-2016-114069,2016-07-13,2016-07-15,Second Class,ND-18370,Natalie DeCherney,Consumer,United States,New York City,New York,10035.0,East,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,11.808,2.47,2016-07,2,9.338,20.918021680216803,9,0.14,5
1704,CA-2015-139857,2015-02-02,2015-02-06,Standard Class,CD-12790,Cynthia Delaney,Home Office,United States,San Diego,California,92037.0,West,OFF-FA-10001843,Office Supplies,Fasteners,Staples,12.35,3.64,2015-02,4,8.709999999999999,29.47368421052632,5,0.06,3
1705,CA-2017-106306,2017-03-08,2017-03-08,Same Day,PG-18820,Patrick Gardner,Consumer,United States,Glendale,Arizona,85301.0,West,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",9.702,1.72,2017-03,0,7.982,17.72830344258916,4,0.17,13
1706,CA-2016-100545,2016-11-22,2016-11-26,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,OFF-BI-10003638,Office Supplies,Binders,GBC Durable Plastic Covers,11.61,2.74,2016-11,4,8.87,23.600344530577093,7,0.11,14
1707,CA-2018-123491,2018-10-30,2018-11-05,Standard Class,JK-15205,Jamie Kunitz,Consumer,United States,San Francisco,California,94122.0,West,OFF-LA-10003077,Office Supplies,Labels,Avery 500,43.86,13.16,2018-10,6,30.7,30.004559963520293,6,0.05,23
1713,CA-2016-145401,2016-01-30,2016-02-04,Standard Class,JP-15520,Jeremy Pistek,Consumer,United States,Houston,Texas,77070.0,Central,OFF-PA-10004405,Office Supplies,Paper,Rediform Voice Mail Log Books,14.304,2.68,2016-01,5,11.624,18.736017897091724,9,0.16,3
1714,US-2018-124968,2018-09-08,2018-09-13,Second Class,MM-18055,Michelle Moray,Consumer,United States,Chicago,Illinois,60610.0,Central,FUR-TA-10004289,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,765.625,166.67,2018-09,5,598.955,21.769142857142857,4,0.13,14
1715,CA-2018-104003,2018-10-07,2018-10-13,Standard Class,DC-13285,Debra Catini,Consumer,United States,San Francisco,California,94110.0,West,FUR-BO-10003965,Furniture,Bookcases,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,307.666,67.59,2018-10,6,240.076,21.968628317721166,3,0.13,11
1716,CA-2017-154788,2017-04-30,2017-05-04,Standard Class,JL-15835,John Lee,Consumer,United States,New York City,New York,10011.0,East,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,7.712,2.32,2017-04,4,5.3919999999999995,30.08298755186722,4,0.05,3
1717,CA-2017-169943,2017-05-19,2017-05-24,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,New York City,New York,10011.0,East,OFF-AP-10001563,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,242.9,61.57,2017-05,5,181.33,25.34787978592013,5,0.1,9
1722,US-2016-123218,2016-12-20,2016-12-25,Standard Class,KD-16345,Katherine Ducich,Consumer,United States,Chicago,Illinois,60623.0,Central,TEC-PH-10001061,Technology,Phones,Apple iPhone 5C,159.984,23.51,2016-12,5,136.47400000000002,14.695219521952197,5,0.2,11
1725,CA-2016-127453,2016-12-19,2016-12-20,First Class,JK-15370,Jay Kimmel,Consumer,United States,Philadelphia,Pennsylvania,19143.0,East,OFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,434.352,73.15,2016-12,1,361.202,16.841179504180943,8,0.18,14
1728,US-2018-164056,2018-04-29,2018-05-04,Second Class,FM-14215,Filia McAdams,Corporate,United States,Dublin,Ohio,43017.0,East,FUR-TA-10001307,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",1048.35,227.78,2018-04,5,820.5699999999999,21.7274765107073,2,0.13,2
1729,CA-2017-106894,2017-02-07,2017-02-07,Same Day,CA-12265,Christina Anderson,Consumer,United States,Springfield,Virginia,22153.0,South,TEC-AC-10003063,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,100.0,10.02,2017-02,0,89.98,10.02,1,0.25,4
1731,CA-2015-125136,2015-09-28,2015-10-03,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,Fayetteville,North Carolina,28314.0,South,OFF-PA-10001457,Office Supplies,Paper,White GlueTop Scratch Pads,96.256,15.82,2015-09,5,80.436,16.43533909574468,9,0.19,4
1733,US-2017-131149,2017-07-10,2017-07-14,Standard Class,LH-17155,Logan Haushalter,Consumer,United States,Dallas,Texas,75081.0,Central,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",338.04,81.86,2017-07,4,256.18,24.216069104248017,7,0.11,5
1735,CA-2018-101483,2018-07-29,2018-08-01,Second Class,AG-10675,Anna Gayman,Consumer,United States,Jacksonville,North Carolina,28540.0,South,OFF-AP-10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier,34.848,7.15,2018-07,3,27.698,20.517676767676768,8,0.15,12
1738,CA-2016-130204,2016-09-03,2016-09-09,Standard Class,DB-13120,David Bremer,Corporate,United States,San Francisco,California,94122.0,West,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,31.44,9.83,2016-09,6,21.61,31.26590330788804,4,0.04,14
1741,CA-2015-110527,2015-08-09,2015-08-16,Standard Class,ED-13885,Emily Ducich,Home Office,United States,San Diego,California,92037.0,West,OFF-LA-10000262,Office Supplies,Labels,Avery 494,20.88,6.29,2015-08,7,14.59,30.124521072796934,6,0.05,9
1742,CA-2018-152807,2018-10-30,2018-11-03,Standard Class,MC-18100,Mick Crebagga,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-PA-10004355,Office Supplies,Paper,Xerox 231,20.736,3.55,2018-10,4,17.186,17.119984567901234,7,0.18,23
1746,CA-2015-133270,2015-06-06,2015-06-09,First Class,BM-11785,Bryan Mills,Consumer,United States,Rochester,New York,14609.0,East,OFF-AR-10002656,Office Supplies,Art,Sanford Liquid Accent Highlighters,13.36,3.52,2015-06,3,9.84,26.34730538922156,7,0.09,9
1747,CA-2017-155670,2017-08-13,2017-08-17,Second Class,EM-14065,Erin Mull,Consumer,United States,Jacksonville,North Carolina,28540.0,South,OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,11.232,3.24,2017-08,4,7.991999999999999,28.84615384615385,6,0.06,10
1749,US-2015-157406,2015-04-25,2015-04-29,Standard Class,DA-13450,Dianna Arnett,Home Office,United States,Houston,Texas,77095.0,Central,OFF-PA-10003543,Office Supplies,Paper,Xerox 1985,10.368,2.88,2015-04,4,7.488,27.777777777777775,5,0.07,6
1751,CA-2016-139094,2016-11-22,2016-11-27,Standard Class,MO-17800,Meg O'Connel,Home Office,United States,San Antonio,Texas,78207.0,Central,FUR-TA-10004607,Furniture,Tables,Hon 2111 Invitation Series Straight Table,206.962,37.98,2016-11,5,168.982,18.351194905344943,9,0.17,14
1752,CA-2018-168837,2018-10-14,2018-10-17,First Class,JW-15955,Joni Wasserman,Consumer,United States,Oakland,California,94601.0,West,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,9.46,2.19,2018-10,3,7.270000000000001,23.150105708245242,9,0.12,5
1753,CA-2018-116715,2018-12-02,2018-12-05,First Class,VW-21775,Victoria Wilson,Corporate,United States,San Francisco,California,94122.0,West,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",559.62,109.87,2018-12,3,449.75,19.63296522640363,8,0.15,34
1756,CA-2016-135622,2016-12-08,2016-12-11,Second Class,TT-21460,Tonja Turnell,Home Office,United States,Fort Worth,Texas,76106.0,Central,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,360.712,59.89,2016-12,3,300.822,16.60327352569363,8,0.18,6
1758,US-2016-107349,2016-07-13,2016-07-15,First Class,SL-20155,Sara Luxemburg,Home Office,United States,Houston,Texas,77095.0,Central,OFF-BI-10001765,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,41.568,11.9,2016-07,2,29.668,28.627790608160126,5,0.06,5
1759,CA-2015-139017,2015-05-11,2015-05-17,Standard Class,RM-19375,Raymond Messe,Consumer,United States,Houston,Texas,77095.0,Central,TEC-AC-10001013,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,46.864,5.7,2015-05,6,41.163999999999994,12.16285421645613,4,0.23,8
1760,CA-2015-141817,2015-01-05,2015-01-12,Standard Class,MB-18085,Mick Brown,Consumer,United States,Philadelphia,Pennsylvania,19143.0,East,OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",19.536,5.16,2015-01,7,14.376000000000001,26.412776412776413,2,0.09,1
1761,CA-2016-130785,2016-09-05,2016-09-09,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,San Diego,California,92105.0,West,FUR-BO-10000330,Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",411.332,54.46,2016-09,4,356.872,13.239913257417365,8,0.22,9
1764,CA-2017-110254,2017-08-04,2017-08-08,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Suffolk,Virginia,23434.0,South,OFF-SU-10002573,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",35.06,11.53,2017-08,4,23.53,32.88648031945237,7,0.02,8
1768,US-2015-158057,2015-03-22,2015-03-26,Standard Class,CC-12685,Craig Carroll,Consumer,United States,Greensboro,North Carolina,27405.0,South,OFF-BI-10004410,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",7.644,1.25,2015-03,4,6.394,16.352694924123494,4,0.19,5
1770,CA-2018-146024,2018-03-02,2018-03-08,Standard Class,SC-20770,Stewart Carmichael,Corporate,United States,Dallas,Texas,75081.0,Central,OFF-SU-10001935,Office Supplies,Supplies,Staple remover,6.976,2.08,2018-03,6,4.896,29.81651376146789,7,0.05,11
1772,CA-2017-129686,2017-11-27,2017-11-29,Second Class,GG-14650,Greg Guthrie,Corporate,United States,Chicago,Illinois,60623.0,Central,OFF-ST-10004337,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",97.984,28.03,2017-11,2,69.954,28.60671129980405,5,0.06,10
1774,CA-2015-118976,2015-04-28,2015-05-03,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Baltimore,Maryland,21215.0,East,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",20.86,4.0,2015-04,5,16.86,19.175455417066157,3,0.16,9
1778,CA-2016-105347,2016-11-24,2016-11-28,Standard Class,DP-13000,Darren Powers,Consumer,United States,Los Angeles,California,90004.0,West,OFF-PA-10000675,Office Supplies,Paper,Xerox 1919,368.91,103.09,2016-11,4,265.82000000000005,27.944485104768102,5,0.07,10
1780,CA-2017-124667,2017-11-11,2017-11-16,Standard Class,BD-11770,Bryan Davis,Consumer,United States,New York City,New York,10011.0,East,TEC-AC-10003447,Technology,Accessories,Micropad Numeric Keypads,59.97,5.87,2017-11,5,54.1,9.788227447056862,6,0.25,19
1782,CA-2016-111094,2016-07-09,2016-07-13,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,Franklin,Massachusetts,2038.0,East,OFF-PA-10001609,Office Supplies,Paper,Tops Wirebound Message Log Books,6.58,1.04,2016-07,4,5.54,15.80547112462006,3,0.19,14
1784,CA-2018-166317,2018-09-22,2018-09-26,Standard Class,JE-15610,Jim Epp,Corporate,United States,Milwaukee,Wisconsin,53209.0,Central,OFF-PA-10004475,Office Supplies,Paper,Xerox 1940,219.84,44.21,2018-09,4,175.63,20.110080058224163,9,0.15,22
1788,CA-2016-154326,2016-02-15,2016-02-19,Standard Class,RP-19855,Roy Phan,Corporate,United States,Kenosha,Wisconsin,53142.0,Central,TEC-PH-10001819,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,134.97,11.69,2016-02,4,123.28,8.661183966807439,3,0.26,8
1791,CA-2015-102008,2015-09-30,2015-10-04,Standard Class,RA-19915,Russell Applegate,Consumer,United States,New York City,New York,10011.0,East,OFF-PA-10004092,Office Supplies,Paper,Tops Green Bar Computer Printout Paper,48.94,13.89,2015-09,4,35.05,28.381691867592973,2,0.07,6
1792,CA-2015-120474,2015-12-01,2015-12-03,First Class,RP-19390,Resi Pölking,Consumer,United States,Madison,Wisconsin,53711.0,Central,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,2807.84,-29.09,2015-12,2,2836.9300000000003,-1.0360276938856914,3,0.36,12
1794,CA-2015-104773,2015-12-08,2015-12-13,Standard Class,TB-21175,Thomas Boland,Corporate,United States,Houston,Texas,77041.0,Central,OFF-ST-10000777,Office Supplies,Storage,"Companion Letter/Legal File, Black",60.416,16.13,2015-12,5,44.286,26.69822563559322,7,0.08,13
1795,CA-2017-140774,2017-09-05,2017-09-10,Standard Class,BE-11455,Brad Eason,Home Office,United States,Olathe,Kansas,66062.0,Central,OFF-AR-10004022,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,107.94,22.02,2017-09,5,85.92,20.400222345747636,9,0.15,38
1796,US-2018-139465,2018-08-27,2018-08-30,First Class,MR-17545,Mathew Reese,Home Office,United States,New York City,New York,10024.0,East,OFF-ST-10002352,Office Supplies,Storage,Iris Project Case,63.84,18.91,2018-08,3,44.93000000000001,29.620927318295738,1,0.05,19
1799,CA-2017-100965,2017-07-07,2017-07-11,Standard Class,RM-19375,Raymond Messe,Consumer,United States,San Jose,California,95123.0,West,FUR-FU-10003039,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",215.65,51.53,2017-07,4,164.12,23.895200556457223,3,0.11,15
1800,CA-2017-121034,2017-08-08,2017-08-10,Second Class,JF-15565,Jill Fjeld,Consumer,United States,Dallas,Texas,75081.0,Central,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,11.168,1.88,2017-08,2,9.288,16.83381088825215,4,0.18,7
1802,CA-2017-149461,2017-11-13,2017-11-19,Standard Class,AS-10135,Adrian Shami,Home Office,United States,Auburn,Washington,98002.0,West,FUR-FU-10004270,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",4.18,0.52,2017-11,6,3.6599999999999997,12.44019138755981,7,0.23,13
1803,CA-2018-158379,2018-09-22,2018-09-26,Second Class,JA-15970,Joseph Airdo,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-BI-10002498,Office Supplies,Binders,Clear Mylar Reinforcing Strips,5.607,1.66,2018-09,4,3.947,29.605849830568932,4,0.05,22
1806,US-2017-116729,2017-12-25,2017-12-28,First Class,GK-14620,Grace Kelly,Corporate,United States,Los Angeles,California,90049.0,West,TEC-PH-10002200,Technology,Phones,Samsung Galaxy Note 2,2575.944,348.3,2017-12,3,2227.644,13.521256673281718,1,0.22,19
1809,CA-2017-164938,2017-02-11,2017-02-13,First Class,PB-19210,Phillip Breyer,Corporate,United States,Tulsa,Oklahoma,74133.0,Central,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s,69.93,6.03,2017-02,2,63.900000000000006,8.622908622908621,9,0.26,1
1810,CA-2017-165484,2017-10-23,2017-10-29,Standard Class,HK-14890,Heather Kirkland,Corporate,United States,Chicago,Illinois,60610.0,Central,FUR-FU-10001196,Furniture,Furnishings,DAX Cubicle Frames - 8x10,16.156,2.29,2017-10,6,13.866,14.174300569447883,8,0.21,4
1812,CA-2015-132612,2015-06-09,2015-06-11,Second Class,FO-14305,Frank Olsen,Consumer,United States,Harrisonburg,Virginia,22801.0,South,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,1441.3,308.43,2015-06,2,1132.87,21.399431069173662,6,0.14,16
1813,US-2018-161193,2018-11-20,2018-11-26,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Newark,Ohio,43055.0,East,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",77.6,15.25,2018-11,6,62.349999999999994,19.652061855670105,9,0.15,17
1815,CA-2016-131597,2016-09-14,2016-09-18,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,Los Angeles,California,90045.0,West,FUR-TA-10002607,Furniture,Tables,KI Conference Tables,170.136,22.7,2016-09,4,147.436,13.342267362580523,4,0.22,7
1816,CA-2016-164833,2016-06-04,2016-06-04,Same Day,LL-16840,Lauren Leatherbury,Consumer,United States,Seattle,Washington,98105.0,West,OFF-LA-10000443,Office Supplies,Labels,Avery 501,7.38,1.76,2016-06,0,5.62,23.848238482384822,1,0.11,6
1818,CA-2016-125423,2016-12-13,2016-12-15,Second Class,MC-17575,Matt Collins,Consumer,United States,Los Angeles,California,90036.0,West,OFF-LA-10001771,Office Supplies,Labels,Avery 513,9.96,2.36,2016-12,2,7.600000000000001,23.69477911646586,5,0.11,9
1819,US-2015-130379,2015-05-25,2015-05-29,Standard Class,JL-15235,Janet Lee,Consumer,United States,Chicago,Illinois,60623.0,Central,OFF-AP-10001394,Office Supplies,Appliances,Harmony Air Purifier,75.6,25.39,2015-05,4,50.209999999999994,33.58465608465609,5,0.01,3
1821,CA-2017-168956,2017-02-16,2017-02-20,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Chicago,Illinois,60623.0,Central,OFF-AP-10004233,Office Supplies,Appliances,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,92.064,19.84,2017-02,4,72.22399999999999,21.550225929787974,6,0.13,9
1825,CA-2017-167507,2017-12-22,2017-12-28,Standard Class,SA-20830,Sue Ann Reed,Consumer,United States,Redmond,Oregon,97756.0,West,OFF-BI-10003694,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",31.32,7.55,2017-12,6,23.77,24.106002554278415,6,0.11,8
1828,CA-2017-109344,2017-02-08,2017-02-11,Second Class,CH-12070,Cathy Hwang,Home Office,United States,Raleigh,North Carolina,27604.0,South,TEC-PH-10002624,Technology,Phones,Samsung Galaxy S4 Mini,1127.976,98.69,2017-02,3,1029.286,8.749299630488592,6,0.26,2
1829,US-2016-140851,2016-07-13,2016-07-15,Second Class,ND-18460,Neil Ducich,Corporate,United States,Macon,Georgia,31204.0,South,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,38.88,11.77,2016-07,2,27.110000000000003,30.272633744855966,2,0.05,5
1830,CA-2015-103373,2015-05-18,2015-05-24,Standard Class,BS-11755,Bruce Stewart,Consumer,United States,Cleveland,Ohio,44105.0,East,TEC-PH-10002885,Technology,Phones,Apple iPhone 5,779.796,110.49,2015-05,6,669.306,14.16909037748334,7,0.21,3
1831,CA-2018-145884,2018-10-21,2018-10-21,Same Day,SL-20155,Sara Luxemburg,Home Office,United States,Muskogee,Oklahoma,74403.0,Central,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,1439.92,175.56,2018-10,0,1264.3600000000001,12.192344019112172,2,0.23,18
1833,CA-2016-131422,2016-11-05,2016-11-09,Standard Class,GB-14530,George Bell,Corporate,United States,Monroe,North Carolina,28110.0,South,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,207.0,50.71,2016-11,4,156.29,24.497584541062803,1,0.11,8
1834,CA-2018-162691,2018-08-01,2018-08-07,Standard Class,AS-10045,Aaron Smayling,Corporate,United States,Austin,Texas,78745.0,Central,TEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer,1439.982,-40.0,2018-08,6,1479.982,-2.7778125004340333,3,0.38,6
1836,CA-2015-141278,2015-06-21,2015-06-24,First Class,RM-19375,Raymond Messe,Consumer,United States,Meriden,Connecticut,6450.0,East,OFF-AR-10003056,Office Supplies,Art,Newell 341,21.4,4.33,2015-06,3,17.07,20.233644859813086,7,0.15,18
1837,CA-2018-122693,2018-02-19,2018-02-21,Second Class,NH-18610,Nicole Hansen,Corporate,United States,Roswell,Georgia,30076.0,South,OFF-AP-10002518,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,1245.86,383.41,2018-02,2,862.4499999999998,30.77472589215482,4,0.04,4
1838,CA-2015-117345,2015-08-01,2015-08-05,Standard Class,BF-10975,Barbara Fisher,Corporate,United States,Charlotte,North Carolina,28205.0,South,OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,17.544,5.4,2015-08,4,12.144,30.779753761969907,8,0.04,6
1842,CA-2017-157763,2017-07-18,2017-07-23,Standard Class,KH-16330,Katharine Harms,Corporate,United States,Bowling Green,Kentucky,42104.0,South,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,140.81,34.17,2017-07,5,106.64,24.266742418862297,9,0.11,12
1843,CA-2016-135391,2016-02-09,2016-02-11,Second Class,FA-14230,Frank Atkinson,Corporate,United States,San Antonio,Texas,78207.0,Central,OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,40.096,11.67,2016-02,2,28.425999999999995,29.10514764565044,7,0.06,5
1845,US-2018-113852,2018-07-29,2018-08-02,Standard Class,GW-14605,Giulietta Weimer,Consumer,United States,Seattle,Washington,98115.0,West,TEC-AC-10003027,Technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,90.57,11.13,2018-07,4,79.44,12.288837363365355,7,0.23,12
1846,US-2018-158512,2018-01-12,2018-01-17,Second Class,DA-13450,Dianna Arnett,Home Office,United States,Washington,District of Columbia,20016.0,East,OFF-PA-10001804,Office Supplies,Paper,Xerox 195,40.08,7.12,2018-01,5,32.96,17.764471057884233,1,0.17,4
1848,CA-2018-128370,2018-09-10,2018-09-10,Same Day,FH-14275,Frank Hawley,Corporate,United States,Los Angeles,California,90004.0,West,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,362.352,81.31,2018-09,0,281.042,22.439506336380095,4,0.13,18
1850,CA-2016-160472,2016-07-20,2016-07-25,Second Class,RK-19300,Ralph Kennedy,Consumer,United States,South Bend,Indiana,46614.0,Central,OFF-ST-10000464,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",34.76,8.32,2016-07,5,26.439999999999998,23.935558112773307,7,0.11,10
1856,CA-2015-114643,2015-06-13,2015-06-17,Standard Class,FM-14215,Filia McAdams,Corporate,United States,Los Angeles,California,90032.0,West,OFF-AR-10003631,Office Supplies,Art,Staples in misc. colors,14.52,2.41,2015-06,4,12.11,16.59779614325069,8,0.18,1
1857,US-2018-158218,2018-05-12,2018-05-15,Second Class,AC-10420,Alyssa Crouse,Corporate,United States,Houston,Texas,77041.0,Central,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,127.92,31.63,2018-05,3,96.29,24.726391494684176,8,0.1,13
1859,CA-2016-121608,2016-09-03,2016-09-05,First Class,JB-15400,Jennifer Braxton,Corporate,United States,Bristol,Connecticut,6010.0,East,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",137.62,27.67,2016-09,2,109.95,20.10608923121639,9,0.15,14
1861,US-2018-121251,2018-03-26,2018-03-27,First Class,GM-14440,Gary McGarr,Consumer,United States,New York City,New York,10009.0,East,FUR-BO-10001918,Furniture,Bookcases,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",257.568,40.87,2018-03,1,216.69799999999998,15.867654367002112,4,0.19,11
1863,CA-2015-151078,2015-11-12,2015-11-12,Same Day,RF-19840,Roy Französisch,Consumer,United States,San Antonio,Texas,78207.0,Central,OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",49.632,14.93,2015-11,0,34.702,30.08139909735654,6,0.05,9
1864,US-2017-100839,2017-10-13,2017-10-17,Standard Class,NC-18625,Noah Childs,Corporate,United States,Aurora,Colorado,80013.0,West,FUR-TA-10004575,Furniture,Tables,Hon 5100 Series Wood Tables,727.45,181.64,2017-10,4,545.8100000000001,24.969413705409302,2,0.1,19
1866,US-2018-116659,2018-11-12,2018-11-12,Same Day,NG-18355,Nat Gilpin,Corporate,United States,Newark,Ohio,43055.0,East,TEC-PH-10002824,Technology,Phones,Jabra SPEAK 410 Multidevice Speakerphone,370.782,34.37,2018-11,0,336.412,9.269597769039489,7,0.26,30
